identifier,typ,redshift,Mag U,Mag B,Mag V,Mag R,Mag I,bib,note,MorphType,RA,Dec,Ang_maj_amin,Ang_min_amin,ang_diam_dist,EstDist_Mpc,length_maj,velocity_km_s,RA_deg,Dec_deg
2dFGRS TGS235Z051                  ,G  ,0.064047,~,16.368,~,15.071,~,6,0,Ir,48:22.5,-27:18:55.85,0.393,0.197,262.3858453,179.6926278,97832.90415,18327.58369,42.09376667,-27.31551389
ESO 480-18                         ,G  ,0.017822,~,16.32,~,15.79,~,3,0,Ir,59:22.5,-27:13:53,0.62,0.41,77.17136551,113.9019399,45394.14775,5271.364139,44.84375,-27.23138889
2MASX J21263914-2634426            ,G  ,0.01905,~,15.81,~,~,~,3,0,Ir,26:39.1,-26:34:42.61,0.327,0.144,82.36563184,215.9608647,25553.22855,5629.43598,321.6631167,-26.57850278
2MASX J21435608-2810147            ,G  ,0.04805,~,16.31,~,~,~,3,0,Ir,43:56.1,-28:10:14.76,0.213,0.132,200.6219968,331.5455528,40542.46445,13903.97426,325.983675,-28.17076667
ESO 466-22                         ,G  ,0.021662,~,15.84,~,15.16,~,4,0,Ir,58:09.6,-28:39:42.71,0.197,0.134,93.36231267,358.4731104,17449.77452,6388.921442,329.5398542,-28.66186389
2dFGRS TGS171Z009                  ,G  ,0.0527,~,16.114,~,15.244,~,2,0,Ir,57:49.0,-27:24:55.1,0.52,0.47,218.8218917,135.8061591,107955.8308,15199.72115,329.4540833,-27.41530556
2dFGRS TGS250Z052                  ,G  ,0.0361,~,16.504,~,15.362,~,3,0,Ir,02:21.9,-28:35:20.08,0.227,0.163,152.8996631,311.0978094,32929.44249,10535.53797,330.5911542,-28.58891111
ESO 467-62                         ,G  ,0.013346,~,14.94,~,14.44,~,8,0,Ir,26:54.0,-30:53:08.249152722,0.193,0.151,58.10585318,365.9026049,10639.69513,3960.689545,336.7248446,-30.88562476
6dFGS gJ223206.6-293338            ,G  ,0.0092,~,16.417,~,15.707,~,5,0,Ir,32:06.5,-29:33:37.9,0.49,0.46,40.25848095,144.1208219,18715.67333,2738.821251,338.0271667,-29.56052778
ESO 468-22                         ,G  ,0.0292,~,16.02,~,15.53,~,6,0,Ir,41:56.4,-31:49:03.1,0.66,0.5,124.7075123,106.998792,78088.76312,8564.588593,340.4849583,-31.81752778
6dFGS gJ225418.4-322446            ,G  ,0.055608,~,15.912,~,15.036,~,4,0,Ir,54:18.4,-32:24:46.50,0.35,0.217,230.100239,201.7691507,76407.69643,16005.88626,343.57675,-32.41291667
ESO 469-9                          ,G  ,0.028894,~,15.97,~,15.18,~,5,0,Ir,04:47.3,-30:25:10.21,0.39,0.133,123.4462585,181.0748788,45676.68012,8476.729995,346.1969292,-30.41950278
6dFGS gJ230523.4-321037            ,G  ,0.0602,~,15.72,~,14.631,~,4,0,Ir,05:23.4,-32:10:37.302749229,0.493,0.237,247.7495047,143.243819,115880.8592,17272.46694,346.3474508,-32.17702854
2dFGRS TGS356Z159                  ,G  ,0.0295,~,16.123,~,15.929,~,3,0,Ir,54:54.6,-31:12:20.6,0.7,0.65,125.9431237,100.8845753,83642.01624,8650.686961,358.727625,-31.20572222
6dFGS gJ020740.5-273712            ,G  ,0.069558,~,16.56,~,15.763,~,4,0,Ir,07:40.5,-27:37:12.23,0.25,0.155,283.1185239,282.476811,67152.20636,19829.75468,31.91876667,-27.62006389
6dFGS gJ023421.7-261120            ,G  ,0.0509,~,15.736,~,14.584,~,4,0,Ir,34:21.8,-26:11:19.82,0.213,0.162,211.8010186,331.5455528,42801.56415,14699.11936,38.59064583,-26.18883889
2dFGRS TGS232Z203                  ,G  ,0.0517,~,16.085,~,15.41,~,1,0,Ir,35:15.8,-26:38:21.70,0.217,0.104,214.9251752,325.434114,44248.54715,14921.76081,38.8156625,-26.63936111
2dFGRS TGS159Z234                  ,G  ,0.0555,~,16.542,~,15.507,~,5,0,Ir,37:45.4,-26:30:14.026437544,0.277,0.155,229.6827867,254.9429702,60361.52595,15976.00292,39.43910665,-26.50389623
2MASX J02425764-2435474            ,G  ,0.05719,~,16.39,~,~,~,3,0,Ir,42:57.6,-24:35:47.47,0.21,0.143,236.2026967,336.2819178,47060.45684,16443.12264,40.74019167,-24.59651944
6dFGS gJ024959.5-254605            ,G  ,0.045658,~,16.244,~,15.471,~,4,0,Ir,49:59.5,-25:46:05.69,0.227,0.141,191.1798112,311.0978094,41173.69832,13234.19989,42.4978125,-25.76824722
6dFGS gJ211056.4-222653            ,G  ,0.02697,~,16.26,~,~,~,3,0,Ir,10:56.4,-22:26:53.5,0.62,0.5,115.4944479,113.9019399,67936.75346,7923.423758,317.7348333,-22.44819444
ESO 532-2                          ,G  ,0.005934,~,16.25,~,14.87,15.5,9,0,Ir,53:22.2,-26:34:41,0.66,0.15,26.07084831,106.998792,16324.92109,1770.918999,328.3425,-26.57805556
6dFGS gJ215520.6-250004            ,G  ,0.0082,~,16.224,~,15.779,~,2,0,Ir,55:20.6,-25:00:05.9,0.53,0.42,35.92652113,133.2437788,18065.21054,2442.970926,328.8357917,-25.00163889
2dFGRS TGS172Z228                  ,G  ,0.049,~,15.991,~,15.212,~,4,0,Ir,57:54.9,-27:11:45.71,0.303,0.152,204.3568981,233.0666757,58746.76046,14169.36819,329.4788833,-27.19603056
2dFGRS TGS114Z193                  ,G  ,0.0333,~,16.221,~,16.217,~,3,0,Ir,03:27.8,-26:10:09.9,0.63,0.53,141.5163683,112.0939726,84586.14192,9738.069031,330.866,-26.16941667
2dFGRS TGS178Z186                  ,G  ,0.1103,~,16.143,~,15.258,~,3,0,Ir,22:24.7,-26:44:51.291873855,0.25,0.23,428.1979405,282.476811,101563.2466,30614.16541,335.6030103,-26.74758108
ESO 468-8                          ,G  ,0.0091,~,16.12,~,15.59,~,5,0,Ir,32:01.3,-28:01:27.7,0.87,0.45,39.82576329,81.17149741,32872.69825,2709.256266,338.00525,-28.02436111
2dFGRS TGS257Z078                  ,G  ,0.027966,~,16.38,~,15.733,~,4,0,Ir,31:20.9,-28:05:59.10,0.17,0.146,119.6155267,415.407075,19292.4983,8210.046256,337.836975,-28.09975
2MASX J22441856-2650348            ,G  ,0.02992,~,16.13,~,~,~,3,0,Ir,44:18.6,-26:50:34.90,0.237,0.142,127.6714642,297.9713196,28707.42095,8771.162357,341.0773625,-26.84302778
2dFGRS TGS268Z249                  ,G  ,0.0125,~,16.389,~,16.082,~,3,0,Ir,19:32.8,-28:59:57.7,0.65,0.55,54.4787767,108.6449273,33596.39635,3711.979985,349.8865,-28.99936111
LEDA 133552                        ,G  ,0.037311,~,15.78,~,~,~,4,0,Ir,48:43.2,-28:59:34.3,0.6,0.55,157.7990034,117.6986712,89827.1248,10879.46458,357.1799167,-28.99286111
2dFGRS TGS274Z107                  ,G  ,0.0286,~,15.784,~,14.995,~,3,0,Ir,51:54.2,-29:19:07.24,0.3,0.126,122.2335799,235.3973425,34790.74899,8392.280392,357.975675,-29.31867778
6dFGS gJ001045.4-295750            ,G  ,0.025684,~,15.894,~,15.457,~,4,0,Ir,10:45.4,-29:57:49.35,0.187,0.168,110.1586387,377.6427954,19543.94174,7552.736079,2.689025,-29.96370833
ESO 411-19                         ,G  ,0.006061,~,16.22,~,15.62,~,6,0,Ir,49:06.3,-29:07:26.2,0.83,0.39,26.62467079,85.0833768,20965.93965,1808.645744,12.27625,-29.12394444
2dFGRS TGS216Z188                  ,G  ,0.0421,~,16.222,~,15.468,~,3,0,Ir,23:53.5,-26:58:13.29,0.23,0.17,177.0334184,307.0400119,38630.92292,12233.82416,20.97298333,-26.97035833
ESO 478-19                         ,G  ,0.0384,~,15.68,~,15.21,~,5,0,Ir,16:18.2,-25:57:05.19,0.173,0.107,162.1924852,408.2034841,26621.27329,11188.24144,34.07586667,-25.95144167
2MASX J21233917-2125200            ,G  ,0.06492,~,16.09,~,~,~,3,0,Ir,23:39.2,-21:25:19.335216712,0.34,0.218,265.6884529,207.7035375,85704.49285,18566.27162,320.9131723,-21.42203756
ESO 532-29                         ,G  ,0.024917,~,15.15,~,14.2,~,13,0,Ir,11:57.5,-24:30:25.41,0.597,0.215,106.9682656,118.2901218,60587.25515,7331.320407,332.9894708,-24.50705833
2dFGRS TGS119Z288                  ,G  ,0.03419,~,16.309,~,15.511,~,3,0,Ir,29:31.9,-26:11:14.7,0.44,0.4,145.1430306,160.4981881,60589.9865,9991.894076,337.3829167,-26.18741667
2dFGRS TGS131Z341                  ,G  ,0.048697,~,16.304,~,15.553,~,5,0,Ir,44:28.3,-26:02:23.56,0.19,0.167,203.1665928,371.6800144,36623.3351,14084.75913,356.1179792,-26.03987778
ESO 474-40                         ,G  ,0.020351,~,15.83,~,15.45,~,6,0,Ir,53:59.3,-27:08:36,0.79,0.54,87.85169417,89.39139588,65845.97379,6008.088674,13.49708333,-27.14333333
MCG-04-04-002                      ,G  ,0.0195,~,15.51,~,14.988,~,3,0,Ir,17:03.1,-25:37:32.01,0.24,0.149,84.26516735,294.2466781,19187.1876,5760.489223,19.26296667,-25.62555833
2dFGRS TGS146Z188                  ,G  ,0.0117,~,16.266,~,15.668,~,3,0,Ir,14:50.5,-26:39:30.7,0.67,0.38,51.04199201,105.4017951,32445.49545,3476.504367,18.71045833,-26.65852778
ESO 546-33                         ,G  ,0.005133,~,14.55,~,13.66,~,10,0,Ir,56:12.2,-19:39:00.8,1.17,0.5,22.57385583,60.35829294,25057.83823,1532.805613,44.05075,-19.65022222
MCG-04-54-006                      ,G  ,0.0261,~,16.28,~,15.752,~,2,0,Ir,04:00.0,-23:49:13.8,0.62,0.46,111.8865165,113.9019399,65814.477,7672.722998,346,-23.8205
2MASX J00053698-2422076            ,G  ,0.06105,~,15.76,~,~,~,5,0,Ir,05:37.0,-24:22:07.70,0.383,0.222,250.9950996,184.3843414,91204.44584,17506.06221,1.404108333,-24.36880556
2MASX J02112890-2021223            ,G  ,0.04104,~,16.22,~,~,~,3,0,Ir,11:28.9,-20:21:22.38,0.213,0.166,172.7952919,331.5455528,34919.13693,11934.8324,32.8704375,-20.35621667
ESO 545-15                         ,G  ,0.007661,~,16.23,~,15.65,17.5,11,0,Ir,25:58.2,-19:41:31,0.81,0.35,33.58718008,87.18420092,25811.34015,2283.322492,36.4925,-19.69194444
2MASX J02224182-2022087            ,G  ,0.03314,~,15.68,~,~,~,3,0,Ir,22:41.8,-20:22:08.76,0.337,0.182,140.8635515,209.5525304,45038.14836,9692.403455,35.67425833,-20.3691
6dFGS gJ023138.0-202455            ,G  ,0.06483,~,16.22,~,~,~,3,0,Ir,31:38.0,-20:24:55.07,0.27,0.194,265.3482984,261.5526028,67972.31533,18541.67737,37.9081375,-20.41529722
6dFGS gJ024536.1-172601            ,G  ,0.02343,~,16.2,~,~,~,3,0,Ir,45:36.1,-17:26:02.3,0.52,0.48,100.7659892,135.8061591,49712.92409,6901.353498,41.40029167,-17.43397222
2MFGC 16593                        ,G  ,0.03812,~,16.41,~,~,~,6,0,Ir,59:51.1,-17:45:13.334500201,0.47,0.141,161.0639568,150.2536229,71820.46529,11108.89501,329.9631055,-17.75370403
2dFGRS TGS813Z450                  ,G  ,0.0384,~,16.329,~,15.682,~,2,0,Ir,59:45.9,-17:53:39.34,0.177,0.131,162.1924852,398.9785466,27236.79406,11188.24144,329.9411917,-17.89426111
ESO 602-30                         ,G  ,0.007809,~,13.9,13.89,13.35,~,33,0,Ir,36:51.1,-19:48:25.26,0.473,0.388,34.22983072,149.3006401,15360.94324,2327.172104,339.2127708,-19.80701667
2MASX J23541748-2220513            ,G  ,0.07831,~,16.22,~,~,~,3,0,Ir,54:17.5,-22:20:51.36,0.233,0.173,315.485573,303.0867071,69740.8791,22193.25693,358.5728458,-22.3476
6dFGS gJ000432.1-220502            ,G  ,0.01028,~,16.3,~,~,~,4,0,Ir,04:32.0,-22:05:03.4,0.57,0.37,44.92507206,123.8933381,24294.92879,3057.839961,1.1335,-22.08427778
2MASX J00212571-2211505            ,G  ,0.08589,~,15.33,~,~,~,3,0,Ir,21:25.7,-22:11:50.774528511,0.403,0.25,342.9752702,175.2337537,131135.3699,24218.92723,5.357109421,-22.19743737
2MASX J00173463-2015375            ,G  ,0.08992,~,16.01,~,~,~,3,0,Ir,17:34.6,-20:15:37.56,0.303,0.212,357.389004,233.0666757,102739.1118,25288.03625,4.394308333,-20.26043333
2MASX J00272644-2148307            ,G  ,0.05325,~,16.15,~,~,~,3,0,Ir,27:26.4,-21:48:30.74,0.177,0.099,220.9610785,398.9785466,37105.73509,15352.43806,6.860204167,-21.80853889
2MASX J00400555-2003494            ,G  ,0.013115,~,14.82,~,~,~,14,0,Ir,40:05.6,-20:03:49.45,0.447,0.313,57.11622735,157.9847936,24222.5036,3892.810641,10.02315833,-20.06373611
6dFGS gJ233130.3-172549            ,G  ,0.03201,~,16.31,~,~,~,3,0,Ir,31:30.3,-17:25:49.3,0.52,0.27,136.2457947,135.8061591,67216.89433,9369.593577,352.87625,-17.43036111
2dFGRS TGS881Z029                  ,G  ,0.0151,~,16.192,~,15.613,~,3,0,Ir,34:06.1,-18:18:11.9,0.43,0.37,65.60191417,164.2307041,26763.13345,4475.338052,353.5255,-18.30330556
ESO 606-7                          ,G  ,0.005978,~,15.45,~,14.75,15.4,16,0,Ir,46:09.3,-19:21:31,0.98,0.44,26.26274338,72.06041096,24418.45367,1783.990505,356.53875,-19.35861111
2MASX J00565035-1826182            ,G  ,0.05716,~,16.27,~,~,~,3,0,Ir,56:50.4,-18:26:18.28,0.26,0.125,236.0871902,271.6123182,58236.83493,16434.83985,14.209825,-18.43841111
2MASX J00591690-1720122            ,G  ,0.05405,~,15.97,~,~,~,3,0,Ir,59:16.9,-17:20:12.26,0.317,0.158,224.0675572,222.7735102,67389.18967,15574.36806,14.82042083,-17.33673889
LEDA 138451                        ,G  ,0.001214,~,16.6,~,~,~,34,0,Ir,42:17.3,+26:22:00,0.65,0.37,5.364695092,108.6449273,3308.341955,363.6091309,25.57208333,26.36666667
LEDA 166062                        ,G  ,0.001434,~,17.1,~,~,~,35,0,Ir,44:42.7,+27:17:18,1.48,0.56,6.33516495,47.71567753,8895.526033,429.4296377,26.17791667,27.28833333
LEDA 166063                        ,G  ,0.001234,~,18.22,~,~,~,32,0,Ir,46:42.2,+26:48:05,0.56,0.12,5.452941349,126.1057192,2897.149096,369.5937301,26.67583333,26.80138889
LEDA 166064                        ,G  ,0.000731,~,16.3,~,~,~,47,0,Ir,55:20.2,+27:57:14,0.62,0.23,3.23222764,113.9019399,1901.277994,219.0253306,28.83416667,27.95388889
LEDA 166065                        ,G  ,0.000561,~,17.2,~,~,~,51,0,Ir,00:10.2,+28:49:53,0.45,0.45,2.481066041,156.9315617,1059.260629,168.1111363,30.0425,28.83138889
LEDA 2807108                       ,G  ,0.005284,~,17,~,~,~,8,0,Ir,45:02.9,+32:09:42,1.35,0.76,23.23361584,52.31052055,29757.91953,1577.715549,41.26208333,32.16166667
ESO 564-25                         ,G  ,0.010907,~,15.45,~,14.77,14.7,5,0,Ir,09:38.1,-22:22:02,0.71,0.29,47.62862024,99.46366584,32083.24898,3242.810802,137.40875,-22.36722222
ESO 434-5                          ,G  ,0.00363,~,15.07,~,14.36,14.7,12,0,Ir,27:25.9,-32:00:35,1.23,0.95,15.99347029,57.41398597,18663.78882,1085.225681,141.8579167,-32.00972222
LEDA 3097698                       ,G  ,0.000297,~,18.2,~,~,~,6,0,Ir,35:27.2,-16:20:14,1.07,1.07,1.313932627,65.9992549,1333.855755,89.01805206,143.8633333,-16.33722222
ESO 434-19                         ,G  ,0.003442,~,15.18,~,14.09,~,10,0,Ir,40:43.6,-32:13:46,1.29,0.55,15.16866199,54.74356802,18564.7445,1029.168866,145.1816667,-32.22944444
ESO 434-41                         ,G  ,0.003286,~,14.69,~,14.04,15,18,0,Ir,47:45.3,-31:30:27,1.82,0.33,14.48395695,38.80175975,25009.82229,982.6414377,146.93875,-31.5075
MCG-01-26-011                      ,G  ,0.001492,~,15.5,~,~,~,15,0,Ir,01:38.4,-08:14:55,1.23,0.52,6.590928546,57.41398597,7691.370058,446.7786226,150.41,-8.248611111
ESO 435-39                         ,G  ,0.00348,~,15.74,~,15.03,~,7,0,Ir,05:39.3,-28:26:46,1.2,0.3,15.33540932,58.84933562,17459.3717,1040.500794,151.41375,-28.44611111
LEDA 2815812                       ,G  ,0.006625,~,17.2,~,17.1,17.1,7,0,Ir,05:25.0,-32:01:54,0.52,0.23,29.08207901,135.8061591,14347.65041,1976.100462,151.3541667,-32.03166667
ESO 316-36                         ,G  ,0.013903,~,15.65,~,14.42,~,3,0,Ir,09:53.1,-38:26:52,0.87,0.71,60.48979168,81.17149741,49929.05357,4124.26684,152.47125,-38.44777778
LEDA 3097700                       ,G  ,0.002081,~,17.9,~,~,~,15,0,Ir,24:28.3,-12:25:57,0.71,0.62,9.186184526,99.46366584,6187.931624,622.8733402,156.1179167,-12.4325
ESO 568-14                         ,G  ,0.02271,~,15.41,~,14.62,~,9,0,Ir,31:38.7,-17:51:04.77,0.257,0.164,97.75477356,274.7828901,23835.43541,6692.830354,157.9112833,-17.851325
ESO 501-74                         ,G  ,0.012301,~,15.88,~,15.32,15.6,8,0,Ir,40:49.2,-24:40:05,0.85,0.38,53.62450611,83.08141499,43244.83291,3653.431733,160.205,-24.66805556
LEDA 3097702                       ,G  ,0.003468,~,15.8,~,~,~,15,0,Ir,06:11.9,-14:24:17,3.47,1.38,15.28275396,20.35135526,50313.33304,1036.922362,166.5495833,-14.40472222
ESO 319-15                         ,G  ,0.009209,~,15.27,~,16.64,14.6,13,0,Ir,21:57.9,-37:53:57,0.93,0.6,40.29742033,75.93462661,35555.94178,2741.481882,170.49125,-37.89916667
UGCA 252                           ,G  ,0.004933,~,13.8,~,14,14.1,10,0,Ir,54:21.5,-12:28:42,1.48,0.91,21.69962442,47.71567753,30469.54191,1473.306397,178.5895833,-12.47833333
MCG+05-29-039                      ,G  ,0.000474,~,15.7,~,~,~,20,0,Ir,13:22.8,+29:55:18.3,0.68,0.28,2.096526367,103.8517687,1352.574619,142.0499105,183.3450417,29.92175
LEDA 3097708                       ,G  ,0.003693,~,17.3,~,~,~,12,0,Ir,37:35.8,-08:52:02,1,0.55,16.2697835,70.61920274,15435.96433,1104.007085,189.3991667,-8.867222222
ESO 442-17                         ,G  ,0.01439,~,15.74,~,14.57,~,3,0,Ir,43:32.5,-30:43:12,0.89,0.4,62.57146942,79.34741881,52834.59139,4267.175727,190.8854167,-30.72
ESO 381-18                         ,G  ,0.002085,~,15.79,~,14.84,15.1,49,0,Ir,44:42.5,-35:58:01,0.83,0.49,9.203796494,85.0833768,7247.647993,624.0686872,191.1770833,-35.96694444
ESO 507-65                         ,G  ,0.008623,~,15.93,~,15.27,~,17,0,Ir,01:05.1,-26:05:32,1.2,0.29,37.76023789,58.84933562,42990.05098,2568.170013,195.27125,-26.09222222
ESO 324-10                         ,G  ,0.012588,~,15.43,~,14.57,~,1,0,Ir,22:07.5,-40:31:39,1,0.912,54.85641175,70.61920274,52045.04504,3737.86512,200.53125,-40.5275
ESO 509-70                         ,G  ,0.00845,~,16.15,~,15.31,~,5,0,Ir,35:22.5,-22:59:36,0.87,0.41,37.01050821,81.17149741,30548.95042,2516.975307,203.84375,-22.99333333
LEDA 166170                        ,G  ,0,~,14.3,~,~,~,44,0,Ir,36:35.5,-29:34:17,4.68,1.95,0,15.08957324,0,0,204.1479167,-29.57138889
ESO 509-106                        ,G  ,0.022485,~,15.76,~,14.85,~,7,0,Ir,45:32.2,-25:20:22.53,0.473,0.123,96.81268287,149.3006401,43445.55891,6627.621947,206.3841875,-25.33959167
ESO 510-57                         ,G  ,0.02051,~,15.23,~,14.33,~,5,0,Ir,04:23.1,-27:09:04.39,0.283,0.249,88.52097082,249.5378189,23767.55985,6054.315628,211.0962208,-27.15121944
LEDA 3097721                       ,G  ,0.005271,~,17.7,~,~,~,10,0,Ir,35:25.0,-17:09:47,1.78,0.98,23.17682494,39.67370941,39140.46088,1573.849536,218.8541667,-17.16305556
LEDA 3097722                       ,G  ,0.0054,~,18.2,~,~,~,9,0,Ir,05:40.7,-04:34:21,1.29,1.02,23.74028504,54.74356802,29055.45173,1612.208905,241.4195833,-4.5725
ESO 302-24                         ,G  ,0.014984,~,14.7,~,14.06,14.5,13,0,Ir,59:14.6,-42:16:26.53,0.35,0.21,65.10715924,201.7691507,21619.6562,4441.343439,59.81088333,-42.27403611
ESO 249-27                         ,G  ,0.004103,~,15.47,14.7,14.84,14.6,26,0,Ir,54:29.3,-44:45:12.9,1.58,0.46,18.06696669,44.69569794,27082.84743,1226.191242,58.62220833,-44.75358333
ESO 249-15                         ,G  ,0.003873,~,15.86,~,15.09,~,5,0,Ir,42:43.5,-43:18:08.4,0.91,0.36,17.05901392,77.6035195,14728.11981,1157.658306,55.68108333,-43.30233333
6dFGS gJ031630.6-420214            ,G  ,0.062393,~,16.29,~,~,~,5,0,Ir,16:30.6,-42:02:12.91,0.227,0.195,256.1096213,311.0978094,55157.39457,17874.60316,49.12752083,-42.03691944
ESO 205-34                         ,G  ,0.003813,~,13.89,~,12.72,13.6,12,0,Ir,13:18.4,-51:19:01,1.29,1.1,16.79597594,54.74356802,20556.39464,1139.7762,93.32666667,-51.31694444
IC 1986                            ,G  ,0.005177,~,14.84,~,14.2,14.4,29,0,Ir,40:35.2,-45:21:20.9,1.32,0.23,22.76612906,53.49939602,28511.17509,1545.893015,55.14645833,-45.35580556
6dFGS gJ024229.0-400621            ,G  ,0.026605,~,16.27,~,~,~,4,0,Ir,42:28.9,-40:06:22.6,0.6,0.41,113.9817071,117.6986712,64884.11715,7818.283115,40.62054167,-40.10627778
LEDA 2815808                       ,G  ,0.003765,~,17.3,~,~,~,10,0,Ir,51:22.8,-55:27:08,0.72,0.58,16.5855176,98.08222603,11329.57238,1125.469339,117.845,-55.45222222
ESO 158-15                         ,G  ,0.005953,~,15.34,~,14.8,15.2,19,0,Ir,55:40.6,-56:14:08,1.38,0.69,26.15371463,51.17333532,34242.42077,1776.56362,73.91916667,-56.23555556
ESO 157-44                         ,G  ,0.00537,~,14.92,14.87,14.18,14.3,12,0,Ir,37:18.0,-55:55:26.5,1.1,0.63,23.60926375,64.19927522,24639.22943,1603.288791,69.32508333,-55.92402778
ESO 158-3                          ,G  ,0.004026,14.32,13.96,13.49,13.29,~,20,0,Ir,46:16.7,-57:20:35,0.792,0.757,17.72958512,89.16566003,13322.1938,1203.250279,71.56958333,-57.34305556
2MASX J03565569-5224077            ,G  ,0.034443,~,16.04,~,~,~,6,0,Ir,56:55.7,-52:24:07.74,0.263,0.147,146.1725493,268.5140789,36473.17431,10063.99022,59.23205417,-52.40215
2MASX J02253936-4342212            ,G  ,0.02919,~,15.42,~,~,~,3,0,Ir,25:39.4,-43:42:21.22,0.173,0.163,124.6663097,408.2034841,20461.9585,8561.718008,36.41402083,-43.70589444
6dFGS gJ020733.9-404648            ,G  ,0.073885,~,16.29,~,~,~,5,0,Ir,07:33.9,-40:46:47.91,0.227,0.186,299.2057301,311.0978094,64438.84627,21001.62082,31.89119167,-40.779975
ESO 121-38                         ,G  ,0.04668,~,15.83,~,14.72,~,5,0,Ir,33:32.3,-61:00:36.24,0.447,0.241,195.2207431,157.9847936,82791.44775,13520.6366,98.38465833,-61.01006667
2MASX J04351273-5927443            ,G  ,0.060551,~,15.45,~,~,~,7,0,Ir,35:12.7,-59:27:44.457075439,0.4,0.256,249.0905497,176.5480069,94529.90793,17368.96021,68.80301079,-59.46234919
IRAS 03013-5212                    ,G  ,0.07281,~,16.2,~,~,~,8,0,Ir,02:50.5,-52:01:08.90,0.31,0.192,295.2246017,227.8038798,86829.28637,20711.0977,45.71057917,-52.01913889
6dFGS gJ020525.0-424202            ,G  ,0.02816,~,15.26,~,~,~,4,0,Ir,05:24.9,-42:42:01.86,0.273,0.241,120.4170638,258.6783983,31189.08779,8265.826428,31.35370417,-42.70051667
6dFGS gJ015655.6-411532            ,G  ,0.03687,~,16.43,~,~,~,4,0,Ir,56:55.6,-41:15:33.4,0.48,0.42,156.0165183,147.1233391,71049.95571,10754.28775,29.23145833,-41.25927778
ESO 85-47                          ,G  ,0.004896,~,14.57,~,13.56,14.2,36,0,Ir,07:43.9,-62:59:24,1.35,0.71,21.53784449,52.31052055,27585.95337,1462.29706,76.93291667,-62.99
ESO 85-14                          ,G  ,0.004533,~,13.42,~,12.57,~,32,0,Ir,54:43.2,-62:48:02.10,0.853,0.29,19.94987149,82.78921775,16145.11438,1354.253698,73.67985,-62.80058333
ESO 84-40                          ,G  ,0.004127,~,15.01,~,14.42,14.4,11,0,Ir,44:59.9,-62:42:24,0.87,0.54,18.17211152,81.17149741,14999.49503,1233.341123,71.24958333,-62.70666667
2MASX J04222258-6221289            ,G  ,0.01862,~,16.13,~,~,~,4,0,Ir,22:22.6,-62:21:28.643661661,0.183,0.125,80.54856679,385.8972828,13984.94941,5504.126221,65.59422667,-62.35795657
IC 1979                            ,G  ,0.004899,~,14.95,~,14.02,~,7,0,Ir,36:58.9,-57:58:25,1.23,0.43,21.55096233,57.41398597,25149.17666,1463.189732,54.24541667,-57.97361111
2MASX J03193703-5532136            ,G  ,0.04516,~,16.42,~,~,~,8,0,Ir,19:37.1,-55:32:13.963645002,0.287,0.247,189.2071218,246.0599399,51519.46783,13094.47825,49.90452919,-55.53721212
ESO 154-23                         ,G  ,0.001912,~,12.63,~,12.18,12.5,97,0,Ir,56:50.4,-54:34:17,4.255,0.888,8.441920428,16.5967574,34079.46836,572.3632468,44.21,-54.57138889
ESO 85-24                          ,G  ,0.0165,~,14.11,~,13.3,~,9,0,Ir,58:04.8,-63:55:13.33,0.603,0.241,71.56202784,117.1131057,40940.38695,4885.156887,74.51990417,-63.92036944
2MASX J02411474-5536253            ,G  ,0.06398,~,16.38,~,~,~,5,0,Ir,41:14.8,-55:36:25.610525170,0.357,0.243,262.132094,197.8128928,88785.16483,18309.25374,40.3116394,-55.60711403
2MASX J01441647-4616404            ,G  ,0.02318,~,15.99,~,~,~,3,0,Ir,44:16.5,-46:16:40.43,0.253,0.111,99.72102787,279.1272836,23936.42349,6828.974433,26.06865,-46.27789722
2MASX J01434114-4456548            ,G  ,0.02073,~,15.59,~,~,~,4,0,Ir,43:41.1,-44:56:54.87,0.293,0.199,89.44658535,241.0211698,24864.70887,6118.259677,25.92144583,-44.948575
UGC 12809                          ,G  ,0.046008,~,15.3,~,~,~,16,0,Sb,51:03.2,+46:43:25.212844433,0.5,0.44,192.5648174,141.2384055,91347.97807,13332.34022,357.7634036,46.72367023
UGC 243                            ,G  ,0.016975,~,14.9,~,~,~,19,0,Sb,25:29.9,+45:55:18.20,1.55,0.341,73.57957419,45.56077596,108203.4133,5024.009601,6.3746625,45.92172222
UGC 1037                           ,G  ,0.051843,~,15.4,~,~,~,16,0,Sb,27:46.7,+43:09:15.72,0.67,0.268,215.4829825,105.4017951,136974.5155,14961.53236,21.94447083,43.15436667
UGC 1886                           ,G  ,0.016338,~,13.1,~,~,~,42,0,Sb,26:00.5,+39:28:15.384460839,1.347,0.593,70.87340192,52.42702505,90573.85812,4837.77848,36.50204766,39.47094013
UGC 1993                           ,G  ,0.026725,~,14.3,~,~,~,49,0,Sb,31:40.1,+39:22:41.833275577,1.187,0.285,114.479195,59.49385235,128922.6662,7852.856024,37.91697196,39.37828702
NGC 48                             ,G  ,0.01676,~,15,~,~,~,24,0,Sb,14:02.2,+48:14:05.57,0.87,0.435,72.66665946,81.17149741,59979.99716,4961.172564,3.509229167,48.23488056
UGC 2610                           ,G  ,0.016925,~,15.7,~,13.61,~,19,0,Sb,14:57.9,+39:20:55.43,0.507,0.294,73.36731129,139.2883683,35290.88549,5009.398119,48.74144583,39.34873056
